Return ID,Order Item ID,Customer ID,Return Date,Reason,Refund Amount
161865,431222,150135,2025-02-06,لا يعمل,303.4
161866,431245,150138,2024-11-26,وصل غير المطلوب,2813.06
161867,431249,150139,2024-09-30,وصل غير المطلوب,226.09
161868,431253,150139,2024-03-19,وصل غير المطلوب,309.69
161869,431267,150141,2025-05-16,لا يعمل,327.99
161870,431283,150144,2025-02-08,لا يعمل,3785.17
161871,431292,150145,2024-04-19,لا يعمل,463.95
161872,431294,150145,2024-09-04,تراجع عن الشراء,617.5
161873,431297,150146,2024-09-09,لا يعمل,1890.5
161874,431298,150147,2025-06-08,وصل غير المطلوب,27065.16
161875,431311,150148,2025-06-09,تراجع عن الشراء,72.96
161876,431314,150148,2025-11-24,تراجع عن الشراء,30.77
161877,431319,150150,2024-05-20,تراجع عن الشراء,1234.6
161878,431321,150150,2024-11-18,وصل غير المطلوب,1992.69
161879,431323,150150,2025-06-09,لا يعمل,862.19
161880,431324,150150,2024-10-09,منتج تالف,364.58
161881,431334,150151,2025-03-23,تراجع عن الشراء,2574.07
161882,431337,150151,2024-10-15,تراجع عن الشراء,211.15
161883,431347,150153,2024-07-08,وصل غير المطلوب,162.4
161884,431366,150156,2024-05-09,منتج تالف,10987.66
161885,431373,150157,2025-07-13,تراجع عن الشراء,715.81
161886,431376,150158,2024-10-01,تراجع عن الشراء,146.26
161887,431389,150160,2025-06-20,وصل غير المطلوب,539.82
161888,431392,150160,2025-07-15,منتج تالف,86.86
161889,431396,150160,2024-06-07,لا يعمل,163.26
161890,431404,150161,2024-10-06,تراجع عن الشراء,4194.97
161891,431411,150162,2025-11-11,منتج تالف,333.82
161892,431432,150166,2025-03-28,تراجع عن الشراء,5568.53
161893,431434,150166,2025-11-07,منتج تالف,4288.15
161894,431447,150168,2025-03-17,منتج تالف,70.64
161895,431449,150169,2024-03-16,وصل غير المطلوب,13528.82
161896,431471,150173,2025-04-07,منتج تالف,270.77
161897,431474,150173,2024-08-13,تراجع عن الشراء,1504.48
161898,431475,150173,2024-12-04,منتج تالف,2009.41
161899,431478,150174,2024-02-14,منتج تالف,11332.6
161900,431480,150174,2025-05-05,منتج تالف,145.57
161901,431499,150176,2024-02-06,منتج تالف,325.7
161902,431512,150178,2025-09-15,تراجع عن الشراء,2965.18
161903,431521,150180,2024-06-08,وصل غير المطلوب,10979.79
161904,431522,150180,2024-06-22,لا يعمل,46.87
161905,431524,150180,2025-01-17,وصل غير المطلوب,750.52
161906,431525,150180,2025-09-13,وصل غير المطلوب,4737.19
161907,431538,150182,2025-09-23,لا يعمل,83328.9
161908,431543,150182,2024-01-11,منتج تالف,445.13
161909,431559,150185,2024-08-11,وصل غير المطلوب,489.58
161910,431564,150185,2024-03-18,تراجع عن الشراء,240.35
161911,431567,150186,2025-05-12,تراجع عن الشراء,333.89
161912,431574,150187,2024-08-27,منتج تالف,202.44
161913,431602,150191,2025-01-17,لا يعمل,2168.2
161914,431609,150192,2024-01-28,تراجع عن الشراء,12295.13
161915,431614,150193,2024-10-22,وصل غير المطلوب,463.06
161916,431617,150194,2024-08-28,تراجع عن الشراء,37.41
161917,431621,150195,2025-11-06,تراجع عن الشراء,24289.52
161918,431641,150198,2025-05-30,تراجع عن الشراء,6899.27
161919,431684,150205,2024-07-10,منتج تالف,208.55
161920,431690,150205,2025-04-15,تراجع عن الشراء,653.84
161921,431697,150207,2025-01-05,وصل غير المطلوب,2017.68
161922,431703,150207,2025-10-27,وصل غير المطلوب,176.56
161923,431712,150209,2025-06-14,تراجع عن الشراء,372.68
161924,431713,150210,2024-07-11,منتج تالف,2784.07
161925,431731,150211,2024-02-14,منتج تالف,63.92
161926,431755,150214,2025-11-04,منتج تالف,1446.84
161927,431787,150218,2024-02-08,لا يعمل,580.43
161928,431792,150219,2025-05-01,تراجع عن الشراء,38008.8
161929,431794,150219,2024-08-31,تراجع عن الشراء,251.55
161930,431796,150220,2024-02-02,وصل غير المطلوب,231.2
161931,431803,150220,2024-11-26,منتج تالف,1062.64
161932,431804,150221,2025-04-03,تراجع عن الشراء,214.18
161933,431816,150222,2025-01-13,وصل غير المطلوب,1773.67
161934,431821,150224,2025-01-10,وصل غير المطلوب,21193.17
161935,431828,150225,2024-09-04,تراجع عن الشراء,300.45
161936,431842,150226,2024-08-06,منتج تالف,827.69
161937,431847,150226,2024-07-05,لا يعمل,200.75
161938,431850,150227,2024-12-19,تراجع عن الشراء,621.84
161939,431860,150229,2025-06-16,تراجع عن الشراء,305.6
161940,431866,150229,2024-08-14,وصل غير المطلوب,2124.67
161941,431871,150230,2025-05-17,تراجع عن الشراء,513.63
161942,431885,150232,2025-02-27,منتج تالف,685.0
161943,431906,150235,2024-06-05,لا يعمل,6124.8
161944,431929,150238,2024-11-27,وصل غير المطلوب,36633.86
161945,431939,150240,2024-09-07,وصل غير المطلوب,25816.59
161946,431941,150240,2024-07-26,لا يعمل,33332.37
161947,431977,150244,2024-07-25,منتج تالف,211.37
161948,431978,150245,2024-05-28,لا يعمل,731.1
161949,431981,150246,2024-12-17,تراجع عن الشراء,4045.55
161950,431983,150246,2023-12-22,وصل غير المطلوب,2023.77
161951,431985,150246,2024-08-12,منتج تالف,353.27
161952,431986,150246,2024-08-19,وصل غير المطلوب,359.99
161953,431998,150248,2024-07-08,منتج تالف,560.09
161954,432003,150248,2025-05-22,لا يعمل,8126.43
161955,432007,150249,2024-06-26,وصل غير المطلوب,493.15
161956,432015,150250,2024-05-05,وصل غير المطلوب,220.92
161957,432027,150252,2024-08-12,منتج تالف,798.03
161958,432031,150252,2025-03-22,تراجع عن الشراء,282.2
161959,432032,150253,2024-10-23,تراجع عن الشراء,1349.32
161960,432033,150253,2025-05-20,وصل غير المطلوب,45158.0
161961,432035,150253,2025-05-26,وصل غير المطلوب,294.41
161962,432068,150258,2025-03-09,منتج تالف,932.81
161963,432080,150260,2023-12-20,لا يعمل,23058.84
161964,432089,150260,2025-10-17,تراجع عن الشراء,1192.34
161965,432090,150260,2025-10-16,منتج تالف,1327.4
161966,432094,150261,2024-05-18,منتج تالف,381.72
161967,432095,150261,2023-12-22,منتج تالف,4221.02
161968,432096,150261,2024-12-15,وصل غير المطلوب,1735.81
161969,432099,150262,2024-07-30,وصل غير المطلوب,212.37
161970,432105,150263,2025-07-22,منتج تالف,3306.87
161971,432122,150267,2025-02-24,تراجع عن الشراء,263.91
161972,432125,150267,2025-06-10,منتج تالف,6305.55
161973,432133,150268,2024-11-29,منتج تالف,323.9
161974,432134,150268,2025-01-03,وصل غير المطلوب,141.7
161975,432137,150269,2024-11-15,وصل غير المطلوب,511.96
161976,432139,150269,2024-11-30,لا يعمل,446.1
161977,432164,150273,2024-09-08,لا يعمل,1891.45
161978,432170,150273,2024-01-30,لا يعمل,13.96
161979,432182,150274,2025-02-14,تراجع عن الشراء,23077.78
161980,432193,150277,2025-06-07,منتج تالف,3995.36
161981,432194,150277,2025-06-02,لا يعمل,499.68
161982,432198,150277,2024-11-03,لا يعمل,5655.35
161983,432227,150280,2025-02-12,لا يعمل,80.8
161984,432232,150281,2024-01-10,وصل غير المطلوب,91.77
161985,432247,150284,2024-05-12,وصل غير المطلوب,1472.89
161986,432254,150285,2024-10-08,وصل غير المطلوب,104.31
161987,432289,150289,2025-01-24,منتج تالف,236.67
161988,432303,150292,2025-02-22,وصل غير المطلوب,424.22
161989,432310,150292,2025-06-10,منتج تالف,790.08
161990,432325,150294,2024-01-17,لا يعمل,546.22
161991,432330,150295,2024-10-07,تراجع عن الشراء,1942.88
161992,432357,150299,2024-04-15,لا يعمل,1406.81
161993,432365,150301,2025-02-16,منتج تالف,68276.38
161994,432369,150301,2024-01-17,لا يعمل,173.31
161995,432376,150302,2025-07-14,منتج تالف,563.0
161996,432381,150303,2025-02-21,منتج تالف,2948.17
161997,432384,150304,2023-12-21,منتج تالف,24245.67
161998,432389,150305,2024-03-29,تراجع عن الشراء,68.83
161999,432400,150307,2024-01-06,لا يعمل,1623.46
162000,432407,150309,2024-07-21,منتج تالف,24789.0
162001,432408,150309,2024-09-30,تراجع عن الشراء,2376.6
162002,432414,150310,2025-03-14,منتج تالف,853.78
162003,432418,150311,2025-12-02,وصل غير المطلوب,12343.76
162004,432422,150311,2024-06-15,وصل غير المطلوب,4587.57
162005,432427,150312,2024-11-22,تراجع عن الشراء,1016.71
162006,432436,150313,2025-07-07,تراجع عن الشراء,169.86
162007,432438,150313,2025-07-07,تراجع عن الشراء,718.34
162008,432439,150313,2025-03-01,لا يعمل,177.18
162009,432448,150315,2024-01-22,لا يعمل,426.76
162010,432451,150315,2024-01-11,وصل غير المطلوب,3015.94
162011,432457,150317,2024-05-28,لا يعمل,5462.19
162012,432458,150317,2024-05-22,تراجع عن الشراء,1110.17
162013,432495,150322,2025-02-21,لا يعمل,1757.96
162014,432511,150324,2024-10-23,لا يعمل,5113.11
162015,432514,150325,2024-08-07,تراجع عن الشراء,102.38
162016,432520,150326,2024-07-26,وصل غير المطلوب,315.37
162017,432535,150328,2024-07-15,وصل غير المطلوب,5756.1
162018,432550,150330,2024-11-27,لا يعمل,12844.15
162019,432575,150333,2025-01-30,وصل غير المطلوب,544.24
162020,432592,150335,2024-03-24,منتج تالف,61.98
162021,432595,150336,2024-11-13,تراجع عن الشراء,802.99
162022,432603,150336,2025-07-14,تراجع عن الشراء,10124.75
162023,432614,150338,2025-03-22,منتج تالف,3692.38
162024,432615,150338,2025-06-07,منتج تالف,5116.97
162025,432621,150339,2024-10-10,وصل غير المطلوب,2966.65
162026,432629,150340,2025-11-04,منتج تالف,524.97
162027,432630,150340,2025-11-14,وصل غير المطلوب,2333.92
162028,432631,150340,2024-01-11,وصل غير المطلوب,217.19
162029,432637,150341,2023-12-15,لا يعمل,1876.42
162030,432638,150341,2023-12-15,وصل غير المطلوب,8134.39
162031,432650,150343,2024-05-28,تراجع عن الشراء,1227.05
162032,432651,150343,2024-06-07,لا يعمل,2632.22
162033,432659,150344,2025-06-25,تراجع عن الشراء,498.42
162034,432669,150345,2024-08-28,منتج تالف,6135.68
162035,432673,150346,2024-10-03,منتج تالف,7677.63
162036,432676,150346,2024-05-07,لا يعمل,223.09
162037,432679,150346,2025-11-11,لا يعمل,5964.12
162038,432687,150347,2025-06-26,وصل غير المطلوب,15451.08
162039,432693,150347,2024-03-17,تراجع عن الشراء,211.32
162040,432714,150351,2025-04-28,لا يعمل,82.72
162041,432730,150354,2024-07-14,وصل غير المطلوب,691.07
162042,432738,150355,2024-01-25,لا يعمل,284.24
162043,432742,150356,2025-07-16,منتج تالف,10061.93
162044,432747,150357,2024-06-27,لا يعمل,1926.8
162045,432748,150357,2025-03-15,وصل غير المطلوب,1235.14
162046,432753,150357,2025-03-02,تراجع عن الشراء,8156.94
162047,432760,150358,2024-12-26,منتج تالف,17728.62
162048,432765,150359,2025-09-07,وصل غير المطلوب,700.12
162049,432777,150361,2025-04-11,منتج تالف,184.47
162050,432786,150362,2024-11-12,لا يعمل,35602.87
162051,432797,150363,2024-09-22,منتج تالف,75.34
162052,432806,150365,2025-09-07,لا يعمل,4476.53
162053,432824,150368,2024-09-02,لا يعمل,1459.05
162054,432827,150368,2025-05-16,وصل غير المطلوب,5756.54
162055,432860,150372,2024-04-18,وصل غير المطلوب,317.89
162056,432882,150375,2024-04-15,تراجع عن الشراء,117.13
162057,432885,150376,2024-08-15,وصل غير المطلوب,5362.26
162058,432888,150376,2024-08-22,لا يعمل,113.33
162059,432895,150378,2025-08-08,تراجع عن الشراء,274.21
162060,432899,150379,2025-01-01,وصل غير المطلوب,137.22
162061,432900,150379,2024-12-27,تراجع عن الشراء,488.26
162062,432904,150379,2025-11-28,تراجع عن الشراء,23028.17
162063,432907,150380,2024-10-22,منتج تالف,235.91
162064,432923,150383,2024-09-01,وصل غير المطلوب,41642.22
162065,432927,150383,2024-06-20,وصل غير المطلوب,1675.01
162066,432937,150384,2024-08-21,تراجع عن الشراء,378.1
162067,432939,150385,2025-05-18,وصل غير المطلوب,6249.27
162068,432942,150385,2024-10-09,تراجع عن الشراء,18410.11
162069,432953,150386,2024-11-02,وصل غير المطلوب,102.6
162070,432959,150388,2024-09-12,وصل غير المطلوب,5623.47
162071,432966,150389,2024-09-17,تراجع عن الشراء,200.1
162072,432973,150390,2025-05-13,وصل غير المطلوب,788.21
162073,432976,150391,2025-04-18,تراجع عن الشراء,569.43
162074,432983,150392,2024-05-26,وصل غير المطلوب,3639.84
162075,432988,150393,2025-10-08,تراجع عن الشراء,4017.72
162076,433000,150396,2025-04-13,وصل غير المطلوب,1739.41
162077,433005,150397,2024-08-19,لا يعمل,665.72
162078,433024,150400,2024-06-08,لا يعمل,563.76
162079,433027,150401,2025-05-29,منتج تالف,435.7
162080,433030,150401,2025-01-14,وصل غير المطلوب,742.33
162081,433034,150401,2025-01-24,منتج تالف,47942.55
162082,433059,150405,2024-01-23,وصل غير المطلوب,8550.33
162083,433074,150407,2024-10-04,تراجع عن الشراء,5921.6
162084,433099,150410,2024-06-06,منتج تالف,383.51
162085,433103,150410,2025-02-09,تراجع عن الشراء,624.46
162086,433106,150411,2024-04-04,لا يعمل,61.49
162087,433107,150411,2025-04-28,تراجع عن الشراء,547.42
162088,433110,150411,2024-11-01,منتج تالف,4868.87
162089,433111,150411,2024-03-29,وصل غير المطلوب,776.53
162090,433116,150412,2025-09-22,لا يعمل,113.21
162091,433126,150414,2025-01-07,منتج تالف,1124.71
162092,433128,150415,2025-11-09,لا يعمل,37783.66
162093,433131,150415,2024-02-12,تراجع عن الشراء,10640.77
162094,433136,150417,2025-07-20,تراجع عن الشراء,79.03
162095,433139,150417,2024-08-07,لا يعمل,401.63
162096,433153,150419,2024-09-09,منتج تالف,397.36
162097,433156,150419,2024-03-05,تراجع عن الشراء,4623.23
162098,433157,150419,2024-01-23,وصل غير المطلوب,202.86
162099,433159,150419,2024-01-09,منتج تالف,339.56
162100,433164,150420,2024-05-22,لا يعمل,4546.14
162101,433166,150420,2024-05-22,وصل غير المطلوب,879.33
162102,433172,150421,2025-05-12,لا يعمل,1238.29
162103,433191,150423,2025-05-05,لا يعمل,963.5
162104,433198,150424,2025-02-17,منتج تالف,506.06
162105,433201,150424,2024-08-07,لا يعمل,64.49
162106,433226,150430,2025-01-01,تراجع عن الشراء,8910.81
162107,433229,150430,2024-12-05,تراجع عن الشراء,780.72
162108,433235,150431,2024-08-14,تراجع عن الشراء,149.24
162109,433240,150431,2024-05-17,وصل غير المطلوب,4956.18
162110,433259,150434,2024-05-14,وصل غير المطلوب,33.17
162111,433260,150434,2025-08-16,لا يعمل,420.37
162112,433261,150435,2025-09-05,منتج تالف,2733.89
162113,433265,150436,2025-07-10,لا يعمل,5151.77
162114,433272,150436,2024-12-30,تراجع عن الشراء,1032.81
162115,433309,150442,2024-11-12,تراجع عن الشراء,191.86
162116,433338,150447,2024-06-10,تراجع عن الشراء,166.67
162117,433343,150447,2024-11-14,وصل غير المطلوب,141.66
162118,433344,150447,2024-11-25,منتج تالف,61.41
162119,433345,150448,2024-09-23,تراجع عن الشراء,9491.14
162120,433360,150450,2025-09-20,لا يعمل,108.5
162121,433383,150452,2025-07-04,وصل غير المطلوب,1433.82
162122,433388,150453,2025-03-16,وصل غير المطلوب,2855.45
162123,433393,150454,2024-11-03,لا يعمل,4663.69
162124,433402,150455,2024-07-02,تراجع عن الشراء,17234.8
162125,433415,150456,2025-11-18,وصل غير المطلوب,7598.8
162126,433416,150456,2025-11-16,وصل غير المطلوب,742.88
162127,433417,150456,2024-08-28,وصل غير المطلوب,341.22
162128,433423,150457,2025-11-17,وصل غير المطلوب,650.48
162129,433444,150460,2024-08-18,منتج تالف,8047.28
162130,433451,150461,2024-08-30,منتج تالف,1206.05
162131,433453,150461,2025-07-02,منتج تالف,1965.04
162132,433462,150463,2025-11-06,وصل غير المطلوب,4160.83
162133,433464,150464,2024-07-01,تراجع عن الشراء,935.67
162134,433466,150464,2025-07-16,وصل غير المطلوب,3714.03
162135,433472,150466,2025-09-24,منتج تالف,110.22
162136,433477,150467,2025-05-27,منتج تالف,5417.83
162137,433487,150468,2025-08-28,تراجع عن الشراء,49.01
162138,433494,150469,2025-08-09,لا يعمل,998.74
162139,433516,150473,2024-02-12,وصل غير المطلوب,2498.6
162140,433517,150473,2024-02-15,لا يعمل,15625.42
162141,433537,150476,2025-07-02,منتج تالف,254.05
162142,433553,150478,2024-12-01,تراجع عن الشراء,7181.91
162143,433554,150478,2024-12-03,تراجع عن الشراء,219.48
162144,433555,150478,2025-09-27,وصل غير المطلوب,151.0
162145,433557,150478,2024-06-11,منتج تالف,98.79
162146,433596,150483,2025-06-03,وصل غير المطلوب,99.81
162147,433600,150484,2024-09-11,لا يعمل,76.96
162148,433628,150489,2024-02-22,منتج تالف,5844.02
162149,433644,150492,2024-08-10,وصل غير المطلوب,259.23
162150,433652,150493,2024-06-21,منتج تالف,36392.53
162151,433667,150496,2024-06-02,منتج تالف,196.94
162152,433689,150500,2025-05-09,تراجع عن الشراء,700.24
162153,433691,150500,2024-08-30,وصل غير المطلوب,1896.82
162154,433701,150501,2024-02-11,لا يعمل,1136.57
162155,433702,150501,2024-02-24,تراجع عن الشراء,7871.13
162156,433720,150504,2024-08-17,منتج تالف,216.98
162157,433723,150505,2025-09-27,وصل غير المطلوب,94.81
162158,433726,150505,2024-05-04,وصل غير المطلوب,444.96
162159,433733,150506,2025-11-12,وصل غير المطلوب,18259.16
162160,433738,150507,2025-09-27,وصل غير المطلوب,693.45
162161,433745,150508,2025-10-14,منتج تالف,1358.19
162162,433749,150508,2024-08-02,لا يعمل,2693.14
162163,433756,150509,2024-07-25,تراجع عن الشراء,289.64
162164,433780,150512,2024-12-16,وصل غير المطلوب,8971.74
162165,433793,150514,2024-01-12,لا يعمل,789.99
162166,433794,150515,2025-04-17,وصل غير المطلوب,58412.88
162167,433795,150515,2025-04-15,لا يعمل,1040.1
162168,433801,150515,2025-09-23,منتج تالف,1904.85
162169,433807,150516,2023-12-15,تراجع عن الشراء,11157.55
162170,433816,150517,2024-08-30,تراجع عن الشراء,4674.39
162171,433825,150519,2024-01-17,وصل غير المطلوب,444.54
162172,433826,150519,2024-01-25,منتج تالف,1491.59
162173,433827,150519,2024-05-22,لا يعمل,371.21
162174,433833,150519,2025-01-23,لا يعمل,155.09
162175,433852,150521,2025-04-09,منتج تالف,62.52
162176,433855,150521,2025-01-11,منتج تالف,158.29
162177,433864,150523,2025-06-15,وصل غير المطلوب,1291.06
162178,433872,150524,2024-12-27,وصل غير المطلوب,7439.35
162179,433875,150525,2025-10-11,لا يعمل,124.1
162180,433890,150526,2025-06-25,تراجع عن الشراء,204.25
162181,433892,150527,2024-11-11,تراجع عن الشراء,350.35
162182,433904,150529,2024-11-10,تراجع عن الشراء,6677.58
162183,433918,150532,2024-02-05,لا يعمل,296.31
162184,433934,150535,2024-10-11,تراجع عن الشراء,171.9
162185,434003,150544,2023-12-13,لا يعمل,699.49
162186,434005,150545,2025-05-06,لا يعمل,1564.13
162187,434006,150545,2023-12-13,وصل غير المطلوب,21608.68
162188,434013,150547,2024-04-11,لا يعمل,713.54
162189,434038,150551,2025-10-12,لا يعمل,169.87
162190,434041,150551,2023-12-16,لا يعمل,3693.77
162191,434049,150554,2024-01-15,منتج تالف,202.33
162192,434065,150556,2024-03-16,لا يعمل,491.33
162193,434066,150556,2024-03-14,تراجع عن الشراء,1175.68
162194,434101,150562,2025-12-06,تراجع عن الشراء,2227.4
162195,434105,150563,2025-01-31,لا يعمل,5555.27
162196,434121,150565,2024-07-21,تراجع عن الشراء,105.16
162197,434129,150566,2025-05-17,منتج تالف,102.78
162198,434145,150569,2025-05-04,تراجع عن الشراء,1926.85
162199,434160,150570,2024-08-09,منتج تالف,20117.29
162200,434162,150571,2024-09-14,وصل غير المطلوب,462.07
162201,434167,150572,2025-03-30,منتج تالف,3987.87
162202,434174,150572,2024-02-13,تراجع عن الشراء,27818.63
162203,434184,150574,2024-01-08,وصل غير المطلوب,523.44
162204,434196,150575,2025-02-24,لا يعمل,5244.06
162205,434202,150576,2024-06-28,لا يعمل,3345.77
162206,434203,150576,2025-03-30,تراجع عن الشراء,4099.3
162207,434206,150577,2024-08-14,منتج تالف,446.21
162208,434209,150577,2025-03-02,تراجع عن الشراء,1066.44
162209,434213,150578,2025-11-22,تراجع عن الشراء,84.74
162210,434218,150578,2024-08-27,وصل غير المطلوب,642.54
162211,434229,150579,2025-10-11,لا يعمل,754.76
162212,434240,150581,2025-05-27,وصل غير المطلوب,2449.34
162213,434249,150582,2024-09-27,لا يعمل,51.39
162214,434253,150583,2025-01-28,منتج تالف,171.87
162215,434260,150584,2025-06-10,لا يعمل,68.13
162216,434267,150585,2025-04-02,تراجع عن الشراء,149.92
162217,434274,150586,2024-09-28,منتج تالف,858.22
162218,434286,150588,2025-03-19,تراجع عن الشراء,37.15
162219,434295,150590,2024-01-13,تراجع عن الشراء,483.98
162220,434307,150591,2025-05-11,لا يعمل,1003.04
162221,434312,150592,2025-03-21,منتج تالف,3239.1
162222,434323,150594,2025-08-13,منتج تالف,379.94
162223,434329,150595,2025-01-05,تراجع عن الشراء,1844.48
162224,434330,150595,2024-02-02,لا يعمل,27.69
162225,434336,150595,2024-05-27,وصل غير المطلوب,53.58
162226,434339,150596,2024-07-14,لا يعمل,2313.07
162227,434344,150596,2024-08-02,تراجع عن الشراء,140.78
