Return ID,Order Item ID,Customer ID,Return Date,Reason,Refund Amount
253821,831036,200059,2025-08-22,وصل غير المطلوب,905.78
253822,831048,200060,2023-12-21,تراجع عن الشراء,332.8
253823,831052,200060,2025-11-05,وصل غير المطلوب,6556.86
253824,831055,200061,2024-06-02,وصل غير المطلوب,309.84
253825,831060,200062,2024-01-15,منتج تالف,48523.49
253826,831061,200062,2024-07-28,تراجع عن الشراء,462.37
253827,831066,200063,2024-06-02,لا يعمل,1167.58
253828,831080,200065,2024-04-17,لا يعمل,5913.53
253829,831098,200066,2025-06-02,لا يعمل,395.89
253830,831105,200068,2024-11-12,وصل غير المطلوب,689.83
253831,831122,200070,2024-02-05,لا يعمل,3349.79
253832,831134,200072,2024-07-29,لا يعمل,7710.19
253833,831141,200072,2024-10-16,لا يعمل,4603.9
253834,831146,200073,2023-12-29,منتج تالف,230.24
253835,831150,200073,2025-08-05,لا يعمل,1438.43
253836,831152,200073,2025-08-07,وصل غير المطلوب,555.47
253837,831157,200074,2025-10-04,لا يعمل,5560.3
253838,831164,200075,2025-07-05,وصل غير المطلوب,894.85
253839,831169,200075,2024-05-17,لا يعمل,20003.25
253840,831170,200076,2025-01-16,تراجع عن الشراء,2288.66
253841,831183,200078,2024-12-16,وصل غير المطلوب,1200.18
253842,831186,200079,2025-03-30,لا يعمل,296.23
253843,831193,200080,2025-03-22,لا يعمل,598.46
253844,831200,200082,2025-11-09,لا يعمل,2941.21
253845,831202,200082,2025-11-11,منتج تالف,3543.31
253846,831204,200082,2025-04-03,تراجع عن الشراء,35934.91
253847,831205,200083,2025-02-06,لا يعمل,493.96
253848,831206,200083,2024-09-08,لا يعمل,89904.57
253849,831215,200085,2023-12-22,لا يعمل,426.13
253850,831224,200087,2024-03-03,تراجع عن الشراء,1535.68
253851,831229,200088,2024-01-26,وصل غير المطلوب,3122.05
253852,831233,200088,2024-04-19,لا يعمل,89383.86
253853,831236,200088,2024-02-06,تراجع عن الشراء,3094.65
253854,831239,200089,2024-04-24,تراجع عن الشراء,449.05
253855,831253,200091,2025-09-13,تراجع عن الشراء,5300.05
253856,831262,200092,2023-12-26,تراجع عن الشراء,41927.64
253857,831265,200093,2025-10-23,منتج تالف,35825.28
253858,831268,200094,2025-08-16,تراجع عن الشراء,5919.92
253859,831276,200095,2025-05-09,تراجع عن الشراء,10834.61
253860,831278,200095,2024-01-03,وصل غير المطلوب,1001.16
253861,831279,200095,2023-12-26,لا يعمل,216.59
253862,831292,200097,2025-10-07,تراجع عن الشراء,239.8
253863,831304,200099,2024-01-30,منتج تالف,1727.13
253864,831310,200100,2025-08-08,لا يعمل,21103.31
253865,831312,200100,2025-03-13,تراجع عن الشراء,748.29
253866,831320,200102,2024-08-25,منتج تالف,30247.47
253867,831328,200104,2024-11-08,منتج تالف,213.99
253868,831357,200108,2024-05-12,وصل غير المطلوب,286.38
253869,831377,200110,2025-06-26,وصل غير المطلوب,696.45
253870,831380,200110,2025-07-01,لا يعمل,394.66
253871,831381,200110,2025-04-23,تراجع عن الشراء,40904.56
253872,831382,200110,2025-01-03,لا يعمل,61089.6
253873,831388,200111,2024-07-27,تراجع عن الشراء,238.54
253874,831390,200111,2024-07-12,منتج تالف,1090.55
253875,831398,200112,2025-06-21,لا يعمل,993.42
253876,831402,200113,2025-07-27,تراجع عن الشراء,1305.99
253877,831404,200113,2025-06-08,تراجع عن الشراء,5457.15
253878,831422,200115,2025-09-02,منتج تالف,5425.11
253879,831433,200117,2025-01-08,وصل غير المطلوب,60272.16
253880,831435,200117,2024-12-25,لا يعمل,3977.62
253881,831442,200118,2025-10-27,منتج تالف,388.18
253882,831453,200120,2024-08-27,تراجع عن الشراء,6123.61
253883,831456,200120,2025-05-28,لا يعمل,2236.85
253884,831457,200120,2024-07-16,لا يعمل,6242.11
253885,831472,200122,2024-07-29,وصل غير المطلوب,3302.58
253886,831483,200124,2024-07-06,تراجع عن الشراء,179931.45
253887,831489,200125,2024-11-04,تراجع عن الشراء,11635.52
253888,831501,200127,2024-01-20,منتج تالف,11772.79
253889,831506,200127,2024-08-07,تراجع عن الشراء,96909.58
253890,831525,200130,2024-07-24,منتج تالف,8958.56
253891,831534,200131,2024-08-04,لا يعمل,4660.86
253892,831544,200132,2025-06-17,تراجع عن الشراء,4408.23
253893,831545,200132,2024-01-07,وصل غير المطلوب,1807.86
253894,831548,200133,2025-08-15,منتج تالف,618.81
253895,831560,200134,2025-08-19,تراجع عن الشراء,580.02
253896,831566,200136,2024-04-25,منتج تالف,1585.44
253897,831586,200138,2024-12-04,منتج تالف,227.08
253898,831592,200139,2024-05-27,وصل غير المطلوب,1030.36
253899,831606,200140,2024-04-12,وصل غير المطلوب,11707.09
253900,831607,200140,2024-04-08,تراجع عن الشراء,557.73
253901,831611,200141,2024-11-23,لا يعمل,694.83
253902,831621,200142,2024-07-09,منتج تالف,1081.69
253903,831630,200143,2024-02-05,منتج تالف,560.92
253904,831632,200144,2023-12-23,لا يعمل,28430.79
253905,831654,200146,2024-05-23,منتج تالف,75376.95
253906,831655,200146,2024-05-21,منتج تالف,50558.34
253907,831664,200148,2024-07-06,تراجع عن الشراء,2465.12
253908,831673,200149,2025-01-30,تراجع عن الشراء,291.4
253909,831674,200149,2024-10-22,لا يعمل,266.76
253910,831681,200150,2024-03-21,تراجع عن الشراء,87733.93
253911,831689,200151,2025-08-16,منتج تالف,1321.87
253912,831699,200152,2025-07-11,تراجع عن الشراء,62795.31
253913,831711,200154,2025-03-24,تراجع عن الشراء,11215.26
253914,831712,200154,2025-04-07,لا يعمل,369.48
253915,831720,200154,2025-07-04,وصل غير المطلوب,705.53
253916,831722,200155,2025-06-03,وصل غير المطلوب,432.74
253917,831729,200156,2025-04-03,منتج تالف,532.24
253918,831736,200157,2024-12-28,وصل غير المطلوب,185.65
253919,831743,200158,2025-02-03,لا يعمل,4972.95
253920,831748,200159,2024-10-12,تراجع عن الشراء,6901.26
253921,831786,200163,2025-12-13,لا يعمل,876.23
253922,831798,200165,2024-06-25,منتج تالف,7846.48
253923,831805,200166,2025-09-19,منتج تالف,677.85
253924,831811,200167,2025-07-17,وصل غير المطلوب,143.99
253925,831820,200168,2025-03-18,تراجع عن الشراء,4434.52
253926,831823,200169,2025-10-29,وصل غير المطلوب,69288.63
253927,831828,200169,2024-09-12,لا يعمل,408.22
253928,831850,200173,2025-02-20,لا يعمل,341.5
253929,831853,200173,2025-09-19,تراجع عن الشراء,4427.21
253930,831858,200174,2025-07-08,تراجع عن الشراء,6057.63
253931,831860,200174,2025-09-06,منتج تالف,8509.21
253932,831879,200176,2025-04-07,منتج تالف,5304.14
253933,831901,200179,2024-06-14,لا يعمل,12014.78
253934,831911,200180,2024-09-08,وصل غير المطلوب,29825.58
253935,831917,200182,2024-07-28,لا يعمل,5161.76
253936,831934,200184,2025-02-07,تراجع عن الشراء,502.12
253937,831947,200186,2025-10-16,وصل غير المطلوب,10532.66
253938,831952,200187,2024-01-02,لا يعمل,3735.08
253939,831964,200188,2024-06-01,لا يعمل,3349.46
253940,831965,200189,2025-09-05,منتج تالف,3141.9
253941,831974,200191,2025-03-09,منتج تالف,17444.19
253942,831975,200191,2025-08-19,وصل غير المطلوب,6598.67
253943,831988,200193,2024-03-29,منتج تالف,23537.55
253944,831993,200194,2024-01-26,لا يعمل,305.8
253945,832000,200195,2024-03-31,لا يعمل,6237.03
253946,832003,200195,2024-04-08,تراجع عن الشراء,2137.06
253947,832011,200196,2024-06-11,منتج تالف,21249.97
253948,832016,200197,2024-12-11,لا يعمل,5056.66
253949,832023,200198,2025-02-05,منتج تالف,617.04
253950,832034,200200,2025-07-10,تراجع عن الشراء,324.13
253951,832041,200201,2025-06-30,منتج تالف,15978.63
253952,832055,200202,2024-08-28,لا يعمل,3048.31
253953,832056,200203,2024-11-25,منتج تالف,130012.43
253954,832064,200203,2025-08-30,لا يعمل,7571.88
253955,832066,200204,2025-10-19,منتج تالف,5725.68
253956,832073,200204,2024-11-30,لا يعمل,185.92
253957,832082,200205,2024-01-10,تراجع عن الشراء,3015.69
253958,832083,200205,2023-12-29,تراجع عن الشراء,1091.25
253959,832085,200206,2025-04-29,وصل غير المطلوب,2314.77
253960,832089,200206,2023-12-10,تراجع عن الشراء,239.11
253961,832098,200207,2024-08-16,لا يعمل,1029.95
253962,832108,200209,2025-10-18,وصل غير المطلوب,294.11
253963,832109,200209,2025-10-31,وصل غير المطلوب,1023.47
253964,832137,200213,2024-10-21,لا يعمل,150.0
253965,832152,200216,2025-07-06,لا يعمل,10366.18
253966,832153,200216,2024-07-12,لا يعمل,378.23
253967,832154,200216,2024-07-21,تراجع عن الشراء,217.7
253968,832157,200216,2024-05-03,منتج تالف,479.64
253969,832159,200216,2024-10-27,منتج تالف,3103.16
253970,832170,200218,2024-12-06,تراجع عن الشراء,442.76
253971,832172,200219,2023-12-20,وصل غير المطلوب,177.55
253972,832173,200219,2025-11-30,تراجع عن الشراء,2774.07
253973,832174,200219,2025-12-03,تراجع عن الشراء,110411.97
253974,832175,200219,2025-11-15,تراجع عن الشراء,117.93
253975,832199,200222,2024-07-23,وصل غير المطلوب,1051.87
253976,832208,200223,2025-01-25,منتج تالف,224.5
253977,832222,200225,2025-02-01,لا يعمل,557.64
253978,832223,200226,2025-07-04,تراجع عن الشراء,541.56
253979,832230,200227,2025-05-11,لا يعمل,43.48
253980,832231,200227,2025-05-25,لا يعمل,8534.3
253981,832242,200230,2024-08-19,منتج تالف,114.69
253982,832249,200231,2024-07-20,وصل غير المطلوب,1161.96
253983,832258,200232,2024-06-24,وصل غير المطلوب,533.35
253984,832259,200232,2025-07-28,منتج تالف,5233.51
253985,832261,200233,2024-02-17,منتج تالف,5479.2
253986,832265,200233,2025-03-30,منتج تالف,1213.09
253987,832266,200234,2025-04-28,تراجع عن الشراء,3036.65
253988,832274,200236,2025-07-18,تراجع عن الشراء,468.19
253989,832295,200239,2024-06-29,تراجع عن الشراء,452.03
253990,832320,200243,2024-09-10,وصل غير المطلوب,855.06
253991,832335,200244,2025-03-31,تراجع عن الشراء,92.97
253992,832338,200244,2024-08-08,لا يعمل,15377.73
253993,832345,200245,2024-03-31,وصل غير المطلوب,2384.42
253994,832349,200245,2024-04-13,وصل غير المطلوب,262.06
253995,832358,200247,2024-11-28,منتج تالف,4227.22
253996,832377,200249,2024-04-26,لا يعمل,403.5
253997,832383,200250,2025-04-18,تراجع عن الشراء,1731.51
253998,832396,200252,2025-04-21,منتج تالف,469.63
253999,832416,200254,2024-11-21,تراجع عن الشراء,535.56
254000,832422,200255,2024-07-24,وصل غير المطلوب,794.3
254001,832431,200257,2025-10-29,وصل غير المطلوب,707.58
254002,832432,200257,2025-04-16,منتج تالف,2742.66
254003,832439,200258,2024-02-20,لا يعمل,1702.24
254004,832442,200258,2025-06-25,منتج تالف,26835.17
254005,832446,200259,2025-04-04,تراجع عن الشراء,3370.98
254006,832450,200259,2024-08-14,وصل غير المطلوب,552.9
254007,832467,200262,2024-11-29,وصل غير المطلوب,867.66
254008,832472,200262,2025-04-02,وصل غير المطلوب,763.88
254009,832482,200264,2025-11-07,منتج تالف,209801.48
254010,832496,200265,2025-01-08,لا يعمل,183.36
254011,832505,200266,2025-11-04,لا يعمل,268.1
254012,832514,200267,2025-07-31,وصل غير المطلوب,3930.52
254013,832516,200268,2025-04-17,تراجع عن الشراء,24746.64
254014,832525,200268,2024-02-08,تراجع عن الشراء,372.75
254015,832530,200268,2024-08-09,تراجع عن الشراء,18160.97
254016,832544,200270,2025-06-15,منتج تالف,1272.46
254017,832551,200271,2024-04-05,لا يعمل,933.35
254018,832570,200274,2025-02-13,لا يعمل,295.42
254019,832571,200274,2024-03-22,منتج تالف,926.71
254020,832573,200274,2024-03-15,تراجع عن الشراء,14386.7
254021,832583,200275,2025-01-07,تراجع عن الشراء,815.17
254022,832601,200278,2025-02-28,تراجع عن الشراء,1166.69
254023,832614,200279,2024-10-24,تراجع عن الشراء,1041.06
254024,832619,200280,2024-06-27,منتج تالف,146.7
254025,832626,200280,2024-03-23,لا يعمل,360.5
254026,832627,200280,2025-08-02,منتج تالف,1794.46
254027,832630,200281,2025-06-15,لا يعمل,2392.3
254028,832633,200281,2025-03-03,منتج تالف,4399.54
254029,832647,200284,2024-10-11,منتج تالف,2790.24
254030,832666,200287,2025-05-30,وصل غير المطلوب,309.14
254031,832690,200290,2025-09-11,وصل غير المطلوب,597.72
254032,832691,200290,2025-09-09,وصل غير المطلوب,3832.18
254033,832696,200291,2025-11-24,وصل غير المطلوب,458.83
254034,832711,200293,2024-05-20,لا يعمل,483.79
254035,832719,200294,2024-04-08,وصل غير المطلوب,3836.14
254036,832730,200296,2025-09-03,وصل غير المطلوب,479.0
254037,832733,200296,2024-05-26,وصل غير المطلوب,665.9
254038,832738,200297,2024-12-22,وصل غير المطلوب,33353.98
254039,832762,200302,2025-01-05,منتج تالف,6147.71
254040,832765,200302,2024-02-15,تراجع عن الشراء,117.28
254041,832769,200302,2024-03-25,وصل غير المطلوب,4838.42
254042,832771,200302,2025-04-16,تراجع عن الشراء,451.75
254043,832776,200303,2024-06-12,لا يعمل,24339.56
254044,832777,200303,2024-06-17,منتج تالف,655.83
254045,832790,200304,2025-11-09,لا يعمل,8412.65
254046,832792,200304,2024-02-17,وصل غير المطلوب,1169.62
254047,832795,200304,2024-12-21,وصل غير المطلوب,218.36
254048,832803,200306,2024-11-06,وصل غير المطلوب,309.71
254049,832808,200306,2024-03-23,وصل غير المطلوب,1221.71
254050,832810,200307,2024-12-31,منتج تالف,1314.14
254051,832826,200310,2025-07-01,وصل غير المطلوب,644.84
254052,832829,200310,2024-12-16,تراجع عن الشراء,1218.9
254053,832830,200310,2025-12-08,لا يعمل,2582.81
254054,832841,200312,2025-10-05,منتج تالف,6929.57
254055,832843,200312,2024-08-04,لا يعمل,120982.32
254056,832851,200313,2024-04-25,منتج تالف,145.53
254057,832859,200314,2025-01-01,وصل غير المطلوب,12173.1
254058,832865,200315,2025-01-28,لا يعمل,304.38
254059,832877,200316,2025-05-02,تراجع عن الشراء,1349.71
254060,832887,200317,2024-03-25,لا يعمل,695.29
254061,832888,200317,2024-03-15,وصل غير المطلوب,197.11
254062,832890,200318,2024-09-07,وصل غير المطلوب,668.87
254063,832896,200319,2025-03-25,وصل غير المطلوب,14844.74
254064,832901,200320,2024-08-26,تراجع عن الشراء,84812.77
254065,832904,200320,2025-11-30,منتج تالف,73132.58
254066,832926,200323,2025-01-20,تراجع عن الشراء,4550.87
254067,832928,200323,2025-01-19,وصل غير المطلوب,11951.8
254068,832932,200324,2024-10-22,لا يعمل,983.43
254069,832936,200324,2025-05-13,لا يعمل,1826.75
254070,832953,200326,2024-01-26,منتج تالف,20351.4
254071,832954,200327,2025-08-02,وصل غير المطلوب,30293.75
254072,832976,200330,2025-02-23,وصل غير المطلوب,431.72
254073,832981,200330,2025-07-09,وصل غير المطلوب,440.29
254074,832984,200331,2025-04-11,لا يعمل,4441.19
254075,832985,200331,2024-06-07,تراجع عن الشراء,179.4
254076,832988,200331,2025-12-02,منتج تالف,9287.83
254077,832992,200332,2025-07-07,منتج تالف,20785.7
254078,832994,200332,2025-12-02,تراجع عن الشراء,2019.57
254079,832999,200333,2025-09-22,تراجع عن الشراء,17008.68
254080,833002,200334,2025-04-18,منتج تالف,965.42
254081,833010,200335,2025-10-15,وصل غير المطلوب,9477.35
254082,833011,200335,2025-10-14,تراجع عن الشراء,4409.76
254083,833023,200337,2024-10-14,لا يعمل,964.02
254084,833029,200337,2024-04-15,تراجع عن الشراء,928.51
254085,833038,200338,2025-06-18,منتج تالف,3355.31
254086,833043,200339,2025-04-26,وصل غير المطلوب,10229.82
254087,833051,200340,2024-11-28,منتج تالف,5642.67
254088,833064,200342,2025-05-05,منتج تالف,1201.42
254089,833068,200342,2025-04-23,وصل غير المطلوب,9874.78
254090,833077,200343,2023-12-14,لا يعمل,4129.89
254091,833103,200347,2024-10-24,تراجع عن الشراء,4248.58
254092,833120,200349,2025-01-03,وصل غير المطلوب,484.32
254093,833125,200350,2023-12-22,وصل غير المطلوب,28485.84
254094,833134,200350,2025-06-12,وصل غير المطلوب,3655.27
254095,833145,200352,2025-09-10,وصل غير المطلوب,3172.89
254096,833146,200352,2025-04-10,منتج تالف,18012.71
254097,833162,200354,2025-04-28,وصل غير المطلوب,506.4
254098,833184,200356,2025-09-01,تراجع عن الشراء,21391.5
254099,833206,200360,2024-12-12,وصل غير المطلوب,4321.0
254100,833208,200360,2024-10-13,لا يعمل,9771.37
254101,833235,200364,2023-12-22,منتج تالف,54923.98
254102,833244,200364,2025-01-31,تراجع عن الشراء,10918.66
254103,833253,200366,2025-09-23,تراجع عن الشراء,225.75
254104,833258,200366,2024-09-10,لا يعمل,8037.23
254105,833290,200371,2025-01-13,لا يعمل,732.36
254106,833296,200372,2024-07-28,لا يعمل,924.43
254107,833305,200374,2024-09-29,وصل غير المطلوب,373.88
254108,833344,200379,2025-05-26,لا يعمل,9351.13
254109,833358,200381,2024-07-09,منتج تالف,382.97
254110,833367,200382,2025-11-22,لا يعمل,3692.8
254111,833371,200382,2025-12-10,وصل غير المطلوب,470.6
254112,833376,200383,2025-08-07,منتج تالف,2504.44
254113,833383,200383,2025-09-17,تراجع عن الشراء,841.3
254114,833387,200384,2024-09-14,منتج تالف,1638.05
254115,833391,200385,2024-04-27,لا يعمل,779.4
254116,833396,200385,2024-07-06,لا يعمل,4215.01
254117,833403,200386,2024-12-02,لا يعمل,1286.63
254118,833443,200392,2025-08-01,تراجع عن الشراء,201.41
254119,833445,200392,2024-10-18,وصل غير المطلوب,2021.33
254120,833460,200395,2025-06-15,منتج تالف,1453.83
254121,833479,200398,2024-04-26,تراجع عن الشراء,616.25
254122,833483,200400,2025-01-01,لا يعمل,5187.25
254123,833485,200400,2024-12-15,منتج تالف,7105.5
254124,833488,200400,2025-08-18,منتج تالف,242.77
254125,833501,200402,2024-12-20,لا يعمل,2312.23
254126,833517,200403,2025-07-20,لا يعمل,586.78
254127,833529,200405,2024-10-16,منتج تالف,2876.65
254128,833543,200407,2025-04-19,منتج تالف,4127.16
254129,833549,200408,2024-08-02,تراجع عن الشراء,9572.36
254130,833553,200408,2024-02-02,وصل غير المطلوب,39278.93
254131,833565,200411,2024-02-11,لا يعمل,1972.08
254132,833583,200414,2024-03-13,لا يعمل,661.08
254133,833586,200414,2024-05-18,وصل غير المطلوب,254.82
254134,833593,200415,2025-08-23,تراجع عن الشراء,82005.68
254135,833594,200415,2025-08-05,تراجع عن الشراء,157.8
254136,833597,200415,2025-06-25,تراجع عن الشراء,9636.77
254137,833599,200416,2024-12-05,منتج تالف,425.57
254138,833601,200416,2024-12-11,وصل غير المطلوب,628.25
254139,833624,200420,2025-02-25,لا يعمل,1906.7
254140,833625,200420,2025-03-03,لا يعمل,2569.08
254141,833644,200422,2024-12-13,لا يعمل,17156.07
254142,833651,200423,2024-11-19,وصل غير المطلوب,179.0
254143,833677,200427,2024-01-12,تراجع عن الشراء,449.65
254144,833680,200427,2025-06-13,منتج تالف,948.7
254145,833681,200427,2024-02-05,لا يعمل,395.68
254146,833691,200429,2024-04-04,لا يعمل,3613.46
254147,833699,200430,2024-05-11,وصل غير المطلوب,2951.77
254148,833700,200430,2024-05-19,لا يعمل,3730.93
254149,833706,200431,2025-10-20,تراجع عن الشراء,77131.3
254150,833715,200432,2024-12-09,وصل غير المطلوب,618.79
254151,833722,200433,2024-04-13,لا يعمل,1399.46
254152,833728,200434,2025-02-15,تراجع عن الشراء,47789.91
254153,833746,200437,2025-03-13,تراجع عن الشراء,540.03
254154,833753,200438,2024-10-01,منتج تالف,2745.61
254155,833757,200438,2024-05-09,وصل غير المطلوب,6031.96
254156,833760,200439,2025-07-10,تراجع عن الشراء,6418.41
254157,833775,200441,2024-12-09,لا يعمل,12881.74
254158,833776,200441,2024-12-07,لا يعمل,789.31
254159,833780,200442,2025-04-04,منتج تالف,495.28
254160,833785,200442,2025-08-21,وصل غير المطلوب,526.13
254161,833790,200443,2023-12-27,منتج تالف,820.42
254162,833793,200443,2024-04-09,تراجع عن الشراء,83.96
254163,833798,200444,2025-02-21,تراجع عن الشراء,1691.05
254164,833800,200444,2025-11-04,تراجع عن الشراء,471.01
254165,833803,200445,2024-08-16,منتج تالف,7402.34
254166,833805,200446,2024-10-02,وصل غير المطلوب,3548.86
254167,833821,200447,2024-04-07,وصل غير المطلوب,804.68
254168,833824,200447,2025-11-18,منتج تالف,71.4
254169,833825,200448,2025-05-16,تراجع عن الشراء,4246.84
254170,833832,200449,2024-11-15,تراجع عن الشراء,4152.45
254171,833835,200449,2024-01-09,تراجع عن الشراء,5575.25
254172,833839,200450,2025-10-09,منتج تالف,19750.4
254173,833847,200450,2024-06-18,وصل غير المطلوب,1010.45
254174,833866,200454,2024-01-22,منتج تالف,3919.4
254175,833871,200455,2024-04-29,لا يعمل,2318.12
254176,833873,200455,2025-10-23,منتج تالف,3670.32
254177,833890,200456,2025-07-12,وصل غير المطلوب,221.84
254178,833891,200457,2024-03-02,وصل غير المطلوب,17926.14
254179,833898,200458,2024-10-09,تراجع عن الشراء,178.56
254180,833902,200458,2024-09-14,منتج تالف,13973.9
254181,833906,200458,2025-10-04,منتج تالف,730.0
254182,833910,200459,2025-10-06,وصل غير المطلوب,378.05
254183,833912,200459,2024-08-09,منتج تالف,3190.38
254184,833918,200460,2025-11-12,لا يعمل,2838.35
254185,833927,200462,2025-07-07,منتج تالف,12399.62
254186,833929,200462,2024-08-28,تراجع عن الشراء,5626.05
254187,833987,200470,2024-09-05,تراجع عن الشراء,3030.59
254188,833988,200470,2024-09-07,وصل غير المطلوب,721.44
254189,833995,200471,2025-09-26,تراجع عن الشراء,3994.49
254190,834001,200472,2023-12-26,وصل غير المطلوب,438.0
254191,834003,200473,2024-02-17,تراجع عن الشراء,790.27
254192,834013,200474,2025-07-23,لا يعمل,7406.9
254193,834018,200475,2025-01-26,منتج تالف,843.69
254194,834047,200480,2023-12-14,لا يعمل,365.81
254195,834050,200480,2024-02-13,وصل غير المطلوب,46499.77
254196,834055,200481,2024-04-24,وصل غير المطلوب,1990.87
254197,834067,200482,2024-03-03,لا يعمل,751.63
254198,834070,200482,2025-10-12,منتج تالف,13570.27
254199,834074,200483,2025-01-22,لا يعمل,435.58
254200,834085,200485,2024-03-27,تراجع عن الشراء,3691.91
254201,834091,200485,2025-07-17,لا يعمل,2866.98
254202,834092,200485,2025-07-08,وصل غير المطلوب,28470.75
254203,834109,200487,2025-02-08,لا يعمل,546.86
254204,834113,200488,2024-10-15,منتج تالف,2616.39
254205,834129,200490,2025-02-24,لا يعمل,299.45
254206,834131,200490,2025-02-10,وصل غير المطلوب,2214.58
254207,834138,200491,2023-12-24,وصل غير المطلوب,312.72
254208,834170,200496,2025-07-04,وصل غير المطلوب,344.31
254209,834185,200499,2024-11-24,منتج تالف,37668.95
254210,834186,200499,2024-11-16,لا يعمل,8597.92
254211,834195,200501,2024-12-02,وصل غير المطلوب,4094.81
254212,834200,200502,2025-04-06,وصل غير المطلوب,14145.09
254213,834209,200503,2025-02-02,لا يعمل,4484.91
254214,834212,200503,2024-02-01,تراجع عن الشراء,110.75
254215,834220,200504,2024-01-07,تراجع عن الشراء,9594.75
254216,834221,200504,2024-01-20,لا يعمل,1977.43
254217,834225,200505,2025-06-08,وصل غير المطلوب,856.91
254218,834227,200505,2025-10-15,وصل غير المطلوب,1563.33
254219,834238,200506,2025-05-01,منتج تالف,4565.62
254220,834239,200506,2025-05-08,وصل غير المطلوب,1617.67
254221,834257,200509,2024-05-05,لا يعمل,1094.91
254222,834258,200509,2024-04-23,لا يعمل,1556.85
254223,834259,200509,2024-05-01,وصل غير المطلوب,253.35
254224,834301,200513,2024-08-07,منتج تالف,1584.31
254225,834308,200515,2024-07-25,وصل غير المطلوب,3022.51
254226,834309,200515,2024-07-19,تراجع عن الشراء,104.46
254227,834317,200516,2025-03-30,منتج تالف,1595.32
254228,834339,200520,2025-11-22,وصل غير المطلوب,559.08
254229,834349,200521,2025-11-27,تراجع عن الشراء,1686.83
254230,834353,200522,2024-06-22,وصل غير المطلوب,2268.01
254231,834356,200522,2025-06-15,لا يعمل,3361.27
254232,834372,200525,2025-04-18,لا يعمل,1405.75
254233,834375,200525,2024-05-31,تراجع عن الشراء,612.49
254234,834397,200529,2025-10-06,لا يعمل,196.0
254235,834399,200529,2024-08-27,تراجع عن الشراء,130.52
254236,834405,200530,2024-04-13,وصل غير المطلوب,490.48
254237,834411,200531,2024-07-22,لا يعمل,532.74
254238,834423,200534,2025-04-06,وصل غير المطلوب,772.33
254239,834426,200534,2025-08-31,لا يعمل,2887.22
254240,834427,200534,2024-01-05,منتج تالف,1123.48
254241,834443,200536,2025-09-04,تراجع عن الشراء,1222.04
254242,834447,200537,2024-11-13,وصل غير المطلوب,616.02
254243,834450,200537,2025-10-11,تراجع عن الشراء,269.64
254244,834466,200540,2024-07-07,تراجع عن الشراء,111.77
254245,834468,200541,2024-07-11,منتج تالف,7846.66
254246,834486,200544,2025-06-16,وصل غير المطلوب,904.33
