Return ID,Order Item ID,Customer ID,Return Date,Reason,Refund Amount
70049,30421,100056,2025-03-02,تراجع عن الشراء,123.87
70050,30426,100056,2024-08-03,لا يعمل,2021.54
70051,30440,100059,2024-04-20,لا يعمل,11040.4
70052,30460,100062,2025-01-01,لا يعمل,7760.17
70053,30476,100065,2024-10-22,تراجع عن الشراء,1939.2
70054,30490,100067,2023-12-20,تراجع عن الشراء,94017.72
70055,30492,100067,2025-11-09,منتج تالف,511.51
70056,30502,100068,2025-02-26,وصل غير المطلوب,4161.88
70057,30505,100068,2025-01-22,تراجع عن الشراء,1892.16
70058,30513,100069,2024-10-27,تراجع عن الشراء,341.02
70059,30524,100070,2025-01-18,منتج تالف,8674.24
70060,30532,100072,2025-09-15,تراجع عن الشراء,353.58
70061,30541,100074,2024-05-23,منتج تالف,191.55
70062,30542,100074,2024-05-25,وصل غير المطلوب,366.44
70063,30585,100079,2025-09-15,منتج تالف,2567.02
70064,30593,100081,2025-10-26,منتج تالف,12350.13
70065,30599,100082,2024-04-18,تراجع عن الشراء,2389.34
70066,30608,100084,2025-04-20,تراجع عن الشراء,97.8
70067,30611,100084,2024-09-10,تراجع عن الشراء,354.36
70068,30612,100084,2025-04-04,لا يعمل,1935.4
70069,30614,100084,2024-10-29,وصل غير المطلوب,116.73
70070,30617,100085,2024-09-28,لا يعمل,114.8
70071,30618,100085,2024-10-07,وصل غير المطلوب,193.51
70072,30626,100086,2024-04-24,منتج تالف,1242.62
70073,30637,100087,2024-02-05,تراجع عن الشراء,1551.72
70074,30640,100087,2025-11-13,وصل غير المطلوب,1587.04
70075,30649,100089,2024-02-13,تراجع عن الشراء,1373.89
70076,30680,100095,2024-09-08,وصل غير المطلوب,6786.64
70077,30699,100097,2025-12-14,تراجع عن الشراء,7918.64
70078,30702,100097,2025-02-11,لا يعمل,1702.8
70079,30703,100097,2024-06-04,وصل غير المطلوب,1296.49
70080,30713,100099,2024-05-09,وصل غير المطلوب,473.98
70081,30720,100099,2024-07-29,تراجع عن الشراء,2003.33
70082,30727,100100,2025-06-15,تراجع عن الشراء,343.26
70083,30729,100100,2024-05-14,وصل غير المطلوب,248.97
70084,30733,100101,2024-07-07,لا يعمل,4128.78
70085,30749,100103,2024-07-31,لا يعمل,250.82
70086,30750,100103,2024-07-26,منتج تالف,541.96
70087,30754,100104,2025-03-26,منتج تالف,239.14
70088,30755,100104,2025-05-28,منتج تالف,1705.93
70089,30764,100105,2025-01-21,منتج تالف,1310.36
70090,30765,100105,2025-01-24,وصل غير المطلوب,2088.21
70091,30784,100108,2024-10-07,تراجع عن الشراء,12479.42
70092,30788,100108,2025-04-16,تراجع عن الشراء,679.16
70093,30808,100110,2023-12-31,تراجع عن الشراء,1328.35
70094,30819,100112,2025-03-03,لا يعمل,1356.98
70095,30821,100112,2024-11-17,لا يعمل,1440.44
70096,30824,100113,2025-09-19,لا يعمل,686.62
70097,30839,100116,2025-11-16,لا يعمل,476.73
70098,30862,100119,2024-06-07,منتج تالف,1767.51
70099,30865,100119,2025-02-14,تراجع عن الشراء,8368.65
70100,30877,100120,2024-08-24,وصل غير المطلوب,640.07
70101,30884,100121,2025-03-07,منتج تالف,981.65
70102,30888,100121,2025-03-05,تراجع عن الشراء,134784.67
70103,30902,100124,2025-06-05,لا يعمل,643.55
70104,30906,100124,2025-06-14,وصل غير المطلوب,221.06
70105,30910,100124,2024-12-23,منتج تالف,213.25
70106,30920,100126,2024-02-05,وصل غير المطلوب,563.42
70107,30927,100127,2024-06-23,منتج تالف,361.87
70108,30928,100127,2024-06-23,تراجع عن الشراء,450.74
70109,30937,100128,2025-09-30,تراجع عن الشراء,412.38
70110,30970,100134,2025-02-07,لا يعمل,376.23
70111,30979,100136,2024-12-11,وصل غير المطلوب,2511.61
70112,30981,100137,2024-11-20,منتج تالف,16120.02
70113,30985,100137,2025-07-20,تراجع عن الشراء,357.0
70114,30989,100139,2025-04-15,تراجع عن الشراء,90.71
70115,30990,100139,2025-04-06,تراجع عن الشراء,43022.85
70116,30994,100139,2025-10-14,وصل غير المطلوب,278.3
70117,30997,100140,2024-10-12,منتج تالف,2941.49
70118,31011,100142,2023-12-28,منتج تالف,264.67
70119,31017,100142,2025-01-14,وصل غير المطلوب,143302.8
70120,31022,100143,2025-05-19,وصل غير المطلوب,4751.19
70121,31023,100143,2025-05-25,تراجع عن الشراء,1216.45
70122,31031,100144,2025-11-01,تراجع عن الشراء,196.07
70123,31042,100145,2025-02-09,تراجع عن الشراء,500.15
70124,31052,100147,2025-10-07,وصل غير المطلوب,463.7
70125,31057,100148,2024-01-13,وصل غير المطلوب,1158.0
70126,31074,100149,2025-04-25,لا يعمل,43063.22
70127,31076,100150,2024-10-29,وصل غير المطلوب,336.65
70128,31094,100153,2025-10-26,وصل غير المطلوب,3075.83
70129,31101,100154,2024-09-13,تراجع عن الشراء,45528.79
70130,31109,100155,2024-12-10,تراجع عن الشراء,2853.14
70131,31123,100157,2025-04-29,وصل غير المطلوب,3745.08
70132,31130,100158,2023-12-31,وصل غير المطلوب,322.92
70133,31150,100161,2025-02-09,منتج تالف,366.18
70134,31170,100164,2024-10-04,لا يعمل,183.83
70135,31182,100167,2024-04-09,وصل غير المطلوب,535.71
70136,31188,100168,2024-12-17,وصل غير المطلوب,785.02
70137,31193,100168,2025-06-14,تراجع عن الشراء,3796.54
70138,31194,100169,2024-07-01,لا يعمل,6409.08
70139,31200,100170,2024-09-26,تراجع عن الشراء,950.69
70140,31207,100171,2024-08-16,وصل غير المطلوب,2473.46
70141,31220,100172,2025-04-21,وصل غير المطلوب,470.13
70142,31222,100173,2024-02-14,تراجع عن الشراء,703.78
70143,31231,100174,2025-05-15,لا يعمل,663.04
70144,31236,100175,2023-12-22,منتج تالف,709.27
70145,31239,100175,2025-08-21,وصل غير المطلوب,1541.51
70146,31243,100176,2024-02-18,منتج تالف,1076.01
70147,31244,100176,2024-03-02,لا يعمل,1025.33
70148,31253,100177,2025-08-02,وصل غير المطلوب,234.88
70149,31255,100177,2025-08-13,وصل غير المطلوب,10190.78
70150,31260,100178,2025-03-08,وصل غير المطلوب,2123.99
70151,31262,100178,2024-06-06,وصل غير المطلوب,1034.16
70152,31271,100180,2024-02-17,لا يعمل,298.53
70153,31277,100180,2025-06-15,تراجع عن الشراء,930.92
70154,31287,100181,2025-03-20,منتج تالف,415.03
70155,31292,100182,2024-01-21,وصل غير المطلوب,759.17
70156,31295,100182,2024-08-19,منتج تالف,11240.63
70157,31313,100185,2025-07-27,تراجع عن الشراء,2496.81
70158,31316,100185,2024-09-05,لا يعمل,183.7
70159,31320,100186,2024-02-24,منتج تالف,75233.98
70160,31325,100187,2025-12-06,تراجع عن الشراء,92.32
70161,31344,100189,2025-06-09,لا يعمل,1309.59
70162,31345,100189,2025-06-09,تراجع عن الشراء,292.36
70163,31347,100189,2025-05-05,لا يعمل,6063.93
70164,31368,100193,2025-05-14,لا يعمل,436.55
70165,31370,100193,2024-01-09,لا يعمل,676.5
70166,31383,100194,2024-09-19,تراجع عن الشراء,1212.59
70167,31390,100195,2025-01-29,لا يعمل,156878.06
70168,31398,100196,2024-02-22,تراجع عن الشراء,2623.39
70169,31408,100198,2025-01-18,وصل غير المطلوب,921.64
70170,31415,100199,2024-11-23,وصل غير المطلوب,103.31
70171,31441,100204,2025-02-04,منتج تالف,6060.23
70172,31444,100204,2024-02-24,لا يعمل,571.27
70173,31453,100205,2024-11-24,وصل غير المطلوب,3236.51
70174,31458,100206,2025-11-06,تراجع عن الشراء,317777.2
70175,31460,100207,2025-12-04,منتج تالف,1260.01
70176,31466,100209,2024-04-15,لا يعمل,386.82
70177,31473,100209,2024-05-19,لا يعمل,965.2
70178,31516,100215,2025-04-10,تراجع عن الشراء,7159.63
70179,31522,100216,2025-06-03,لا يعمل,424.57
70180,31526,100217,2025-01-23,لا يعمل,2824.26
70181,31546,100220,2025-05-12,تراجع عن الشراء,64.25
70182,31555,100221,2025-08-31,منتج تالف,439.48
70183,31570,100222,2024-10-14,تراجع عن الشراء,354.32
70184,31576,100223,2025-05-29,لا يعمل,1668.33
70185,31579,100224,2024-02-24,وصل غير المطلوب,2072.46
70186,31587,100225,2025-03-14,لا يعمل,326.99
70187,31595,100226,2025-03-05,لا يعمل,4392.31
70188,31599,100227,2023-12-26,منتج تالف,37621.69
70189,31622,100231,2025-05-20,تراجع عن الشراء,1558.08
70190,31630,100233,2024-08-27,لا يعمل,3991.34
70191,31640,100235,2024-10-09,وصل غير المطلوب,14418.14
70192,31641,100235,2024-10-06,منتج تالف,837.28
70193,31642,100235,2025-10-29,تراجع عن الشراء,1194.88
70194,31646,100235,2025-08-26,وصل غير المطلوب,1070.38
70195,31649,100236,2024-12-24,وصل غير المطلوب,360.5
70196,31661,100237,2024-10-14,تراجع عن الشراء,3453.77
70197,31665,100238,2024-11-11,وصل غير المطلوب,1400.74
70198,31672,100239,2024-12-23,تراجع عن الشراء,426.31
70199,31676,100239,2024-05-21,وصل غير المطلوب,12313.77
70200,31679,100239,2025-04-27,تراجع عن الشراء,313.78
70201,31681,100240,2025-01-08,لا يعمل,30311.08
70202,31683,100240,2024-08-01,وصل غير المطلوب,615.24
70203,31707,100243,2025-04-09,لا يعمل,494.15
70204,31708,100243,2025-04-13,وصل غير المطلوب,1392.7
70205,31711,100244,2025-02-16,وصل غير المطلوب,6100.45
70206,31715,100245,2023-12-20,منتج تالف,990.39
70207,31735,100247,2024-11-30,وصل غير المطلوب,8190.74
70208,31752,100250,2025-01-20,منتج تالف,1637.0
70209,31762,100252,2024-09-02,لا يعمل,1206.99
70210,31763,100252,2024-08-21,لا يعمل,4869.9
70211,31765,100252,2025-01-05,لا يعمل,10445.4
70212,31770,100253,2025-09-15,وصل غير المطلوب,1796.86
70213,31771,100253,2025-11-29,تراجع عن الشراء,1131.86
70214,31779,100254,2024-07-11,منتج تالف,41242.85
70215,31780,100255,2023-12-28,لا يعمل,19852.14
70216,31782,100255,2023-12-29,لا يعمل,423.63
70217,31795,100256,2025-10-18,لا يعمل,4014.45
70218,31798,100257,2025-01-05,وصل غير المطلوب,794.83
70219,31800,100257,2025-01-04,وصل غير المطلوب,698.21
70220,31837,100261,2024-07-01,لا يعمل,2960.72
70221,31846,100263,2024-01-18,منتج تالف,3180.23
70222,31855,100265,2024-06-13,تراجع عن الشراء,232.43
70223,31900,100270,2024-09-04,لا يعمل,3345.98
70224,31902,100271,2024-03-30,وصل غير المطلوب,228.59
70225,31905,100271,2024-05-26,منتج تالف,9907.35
70226,31911,100273,2024-02-08,لا يعمل,264.68
70227,31915,100273,2025-02-22,منتج تالف,864.17
70228,31916,100273,2025-02-28,تراجع عن الشراء,499.37
70229,31919,100274,2025-08-26,تراجع عن الشراء,630.12
70230,31939,100276,2024-06-12,تراجع عن الشراء,325082.27
70231,31946,100277,2024-07-24,منتج تالف,252.89
70232,31952,100277,2024-09-07,وصل غير المطلوب,13038.35
70233,31955,100277,2025-07-01,لا يعمل,7460.62
70234,31957,100278,2025-09-25,وصل غير المطلوب,691.77
70235,31969,100279,2025-01-08,تراجع عن الشراء,15313.02
70236,31970,100280,2025-07-10,وصل غير المطلوب,1381.32
70237,31982,100281,2025-08-17,لا يعمل,605.11
70238,31983,100281,2025-11-28,منتج تالف,1192.52
70239,31999,100284,2025-04-05,لا يعمل,44953.08
70240,32002,100284,2024-01-19,لا يعمل,1158.97
70241,32007,100285,2024-10-23,تراجع عن الشراء,846.37
70242,32015,100286,2024-04-22,وصل غير المطلوب,1375.62
70243,32018,100287,2024-11-17,منتج تالف,85.54
70244,32041,100290,2024-05-05,تراجع عن الشراء,771.77
70245,32046,100290,2024-05-06,منتج تالف,2778.73
70246,32048,100290,2023-12-28,وصل غير المطلوب,2899.96
70247,32050,100290,2024-08-30,تراجع عن الشراء,2013.73
70248,32052,100291,2024-12-06,تراجع عن الشراء,1419.43
70249,32060,100293,2024-01-28,تراجع عن الشراء,952.69
70250,32080,100295,2024-02-29,وصل غير المطلوب,358.24
70251,32084,100295,2025-08-16,منتج تالف,642.31
70252,32094,100296,2024-03-09,وصل غير المطلوب,247.59
70253,32109,100298,2025-10-08,تراجع عن الشراء,309.18
70254,32111,100299,2025-11-08,وصل غير المطلوب,168.96
70255,32118,100299,2025-04-30,تراجع عن الشراء,727.28
70256,32121,100299,2024-07-20,وصل غير المطلوب,118.58
70257,32130,100301,2024-04-23,وصل غير المطلوب,835.72
70258,32134,100302,2024-09-11,وصل غير المطلوب,227.34
70259,32135,100302,2024-11-30,لا يعمل,663.41
70260,32139,100302,2025-04-20,وصل غير المطلوب,1324.26
70261,32147,100303,2025-09-26,منتج تالف,243.99
70262,32158,100305,2024-10-27,منتج تالف,337.68
70263,32159,100305,2025-10-02,وصل غير المطلوب,230.03
70264,32166,100306,2025-01-25,منتج تالف,495.94
70265,32181,100309,2025-06-22,وصل غير المطلوب,2835.73
70266,32188,100309,2025-08-03,منتج تالف,604.59
70267,32191,100310,2024-09-13,وصل غير المطلوب,2372.08
70268,32211,100312,2024-04-29,وصل غير المطلوب,320.67
70269,32213,100313,2025-07-10,تراجع عن الشراء,1590.13
70270,32222,100313,2025-01-05,وصل غير المطلوب,321.33
70271,32235,100316,2025-06-02,لا يعمل,440.45
70272,32257,100318,2025-09-07,منتج تالف,17488.94
70273,32277,100321,2025-04-03,لا يعمل,207.06
70274,32286,100322,2025-09-20,تراجع عن الشراء,796.18
70275,32299,100325,2025-05-14,تراجع عن الشراء,2117.42
70276,32302,100325,2024-12-17,منتج تالف,169.26
70277,32306,100325,2025-06-15,منتج تالف,5210.16
70278,32318,100327,2025-04-08,منتج تالف,3835.71
70279,32325,100327,2024-09-27,لا يعمل,303.08
70280,32331,100328,2025-09-23,تراجع عن الشراء,1683.55
70281,32333,100328,2025-06-20,لا يعمل,2964.93
70282,32338,100329,2024-03-21,تراجع عن الشراء,125.95
70283,32342,100329,2024-08-07,تراجع عن الشراء,339267.21
70284,32350,100330,2024-04-13,منتج تالف,10486.35
70285,32356,100331,2025-04-28,لا يعمل,3287.04
70286,32360,100331,2024-06-06,منتج تالف,1107.94
70287,32378,100335,2025-10-17,تراجع عن الشراء,739.32
70288,32399,100338,2024-03-31,تراجع عن الشراء,184.62
70289,32400,100338,2024-03-23,منتج تالف,3572.3
70290,32404,100339,2025-11-21,وصل غير المطلوب,4427.87
70291,32412,100340,2024-08-14,منتج تالف,601.86
70292,32413,100340,2025-10-15,وصل غير المطلوب,65447.08
70293,32424,100342,2024-04-23,وصل غير المطلوب,491.35
70294,32439,100345,2024-08-26,لا يعمل,179.78
70295,32441,100345,2025-07-30,وصل غير المطلوب,452.65
70296,32462,100347,2025-07-26,منتج تالف,21001.86
70297,32493,100351,2024-04-06,تراجع عن الشراء,261.25
70298,32508,100354,2024-05-04,منتج تالف,3413.72
70299,32514,100355,2024-10-31,منتج تالف,3831.42
70300,32521,100356,2024-03-23,منتج تالف,477.06
70301,32524,100357,2025-06-08,تراجع عن الشراء,533.03
70302,32536,100358,2025-11-19,لا يعمل,280.34
70303,32543,100359,2024-04-23,لا يعمل,1517.91
70304,32544,100359,2024-04-10,تراجع عن الشراء,9049.03
70305,32559,100361,2024-03-26,منتج تالف,185.15
70306,32578,100363,2025-04-09,منتج تالف,403.97
70307,32585,100364,2023-12-08,تراجع عن الشراء,691.24
70308,32593,100365,2024-12-24,تراجع عن الشراء,645.81
70309,32601,100365,2024-03-31,لا يعمل,213.58
70310,32621,100368,2023-12-18,منتج تالف,215.59
70311,32622,100368,2024-01-01,وصل غير المطلوب,677.09
70312,32628,100368,2024-09-28,لا يعمل,520.0
70313,32639,100369,2024-09-23,تراجع عن الشراء,251.56
70314,32646,100371,2024-10-13,تراجع عن الشراء,1822.32
70315,32667,100373,2025-05-07,وصل غير المطلوب,227.33
70316,32674,100374,2024-08-16,لا يعمل,1874.08
70317,32677,100374,2025-01-22,لا يعمل,272.0
70318,32682,100376,2025-03-10,لا يعمل,563.92
70319,32694,100377,2025-01-30,منتج تالف,1366.37
70320,32697,100377,2024-07-22,منتج تالف,12255.6
70321,32712,100378,2025-03-11,تراجع عن الشراء,7187.44
70322,32745,100383,2025-01-02,لا يعمل,650.0
70323,32757,100385,2025-09-09,وصل غير المطلوب,1108.24
70324,32760,100386,2024-05-22,لا يعمل,406.16
70325,32794,100391,2024-01-27,لا يعمل,2715.08
70326,32801,100392,2025-06-17,لا يعمل,4402.95
70327,32804,100393,2025-08-26,وصل غير المطلوب,873.18
70328,32814,100395,2024-01-24,لا يعمل,1654.98
70329,32824,100396,2025-04-29,وصل غير المطلوب,493.7
70330,32827,100397,2024-07-12,منتج تالف,570.79
70331,32850,100402,2025-09-06,تراجع عن الشراء,250.45
70332,32854,100402,2025-08-12,منتج تالف,350.23
70333,32868,100404,2025-10-22,منتج تالف,705.61
70334,32879,100406,2024-05-25,منتج تالف,1112.38
70335,32881,100406,2024-06-02,لا يعمل,248.1
70336,32893,100408,2024-06-17,وصل غير المطلوب,289.43
70337,32897,100409,2025-07-01,لا يعمل,2264.7
70338,32899,100409,2024-05-10,تراجع عن الشراء,4832.28
70339,32906,100410,2024-05-21,منتج تالف,549.5
70340,32919,100414,2024-03-23,منتج تالف,407.66
70341,32921,100414,2024-12-01,تراجع عن الشراء,4961.12
70342,32922,100414,2024-12-17,لا يعمل,103.25
70343,32926,100415,2024-05-10,لا يعمل,1471.21
70344,32933,100416,2024-04-13,وصل غير المطلوب,2469.71
70345,32941,100417,2024-01-10,تراجع عن الشراء,2005.21
70346,32978,100423,2023-12-23,تراجع عن الشراء,2104.64
70347,32983,100424,2024-04-04,لا يعمل,185.01
70348,33001,100426,2025-04-11,لا يعمل,12750.07
70349,33018,100430,2024-09-22,منتج تالف,2533.16
70350,33023,100431,2024-12-29,منتج تالف,151.01
70351,33024,100431,2024-06-24,وصل غير المطلوب,168.33
70352,33044,100433,2025-11-01,منتج تالف,90.14
70353,33051,100434,2025-04-30,منتج تالف,167.56
70354,33053,100434,2024-12-27,وصل غير المطلوب,637.1
70355,33055,100435,2025-09-30,تراجع عن الشراء,21272.07
70356,33073,100438,2024-03-05,لا يعمل,1940.38
70357,33082,100440,2025-01-04,وصل غير المطلوب,2279.57
70358,33092,100441,2024-05-05,منتج تالف,5364.01
70359,33101,100442,2025-02-21,منتج تالف,619.2
70360,33104,100442,2025-03-16,وصل غير المطلوب,3256.87
70361,33114,100443,2024-09-05,لا يعمل,265.01
70362,33130,100445,2025-01-28,لا يعمل,663.27
70363,33132,100445,2025-12-17,وصل غير المطلوب,1088.36
70364,33151,100448,2025-10-04,وصل غير المطلوب,745.46
70365,33157,100449,2025-05-20,وصل غير المطلوب,23037.62
70366,33159,100449,2024-04-01,لا يعمل,220.19
70367,33161,100450,2025-04-01,لا يعمل,39898.58
70368,33173,100451,2024-06-17,لا يعمل,379.16
70369,33197,100455,2025-01-02,منتج تالف,320.85
70370,33207,100456,2024-10-31,لا يعمل,23742.88
70371,33212,100457,2024-03-14,لا يعمل,751.61
70372,33218,100458,2024-06-19,وصل غير المطلوب,11006.87
70373,33223,100458,2024-02-04,منتج تالف,1100.26
70374,33224,100458,2024-02-07,تراجع عن الشراء,396.68
70375,33241,100460,2024-08-19,منتج تالف,421.4
70376,33244,100460,2024-02-05,وصل غير المطلوب,1023.92
70377,33251,100461,2025-11-18,تراجع عن الشراء,621100.01
70378,33253,100461,2024-12-06,تراجع عن الشراء,28016.23
70379,33256,100462,2025-11-23,لا يعمل,9498.67
70380,33282,100464,2024-07-12,تراجع عن الشراء,2969.2
70381,33287,100465,2023-12-23,وصل غير المطلوب,2890.22
70382,33307,100469,2025-11-05,منتج تالف,336.17
70383,33311,100470,2024-02-08,وصل غير المطلوب,238.22
70384,33314,100470,2024-07-23,منتج تالف,712.27
70385,33335,100473,2024-07-01,تراجع عن الشراء,439.65
70386,33338,100474,2024-10-09,وصل غير المطلوب,141.48
70387,33347,100475,2024-04-26,لا يعمل,151.98
70388,33348,100475,2024-04-22,تراجع عن الشراء,287.86
70389,33349,100475,2024-08-16,لا يعمل,809.4
70390,33362,100476,2024-12-24,وصل غير المطلوب,1922.79
70391,33363,100477,2025-02-04,تراجع عن الشراء,1234.66
70392,33364,100477,2025-08-07,لا يعمل,4627.47
70393,33368,100477,2024-06-22,وصل غير المطلوب,1454.89
70394,33369,100477,2024-12-29,تراجع عن الشراء,3493.31
70395,33372,100478,2025-08-20,وصل غير المطلوب,514.08
70396,33377,100479,2025-04-08,وصل غير المطلوب,493.62
70397,33383,100479,2024-04-01,منتج تالف,3561.23
70398,33387,100479,2025-02-02,تراجع عن الشراء,376.79
70399,33388,100480,2025-10-01,لا يعمل,462688.44
70400,33390,100480,2025-07-23,منتج تالف,1064.11
70401,33414,100483,2024-03-24,وصل غير المطلوب,318129.11
70402,33418,100484,2024-02-20,تراجع عن الشراء,8626.64
70403,33419,100484,2024-02-28,تراجع عن الشراء,849.27
70404,33420,100484,2024-10-03,وصل غير المطلوب,658.63
70405,33426,100484,2025-09-21,لا يعمل,405.67
70406,33427,100485,2024-05-17,تراجع عن الشراء,617.46
70407,33429,100485,2025-05-05,منتج تالف,121.78
70408,33432,100485,2025-09-23,وصل غير المطلوب,3664.79
70409,33435,100485,2024-02-02,منتج تالف,114.13
70410,33447,100487,2024-10-21,لا يعمل,612.0
70411,33454,100488,2025-06-16,تراجع عن الشراء,3818.19
70412,33466,100489,2024-05-04,وصل غير المطلوب,164.78
70413,33468,100489,2024-11-04,تراجع عن الشراء,547.88
70414,33473,100490,2024-11-26,تراجع عن الشراء,9437.79
70415,33486,100492,2024-06-04,منتج تالف,415.44
70416,33489,100492,2024-06-10,وصل غير المطلوب,641.02
70417,33491,100493,2024-03-15,لا يعمل,599.89
70418,33495,100493,2025-09-19,منتج تالف,713.28
70419,33517,100497,2025-11-23,منتج تالف,1859.89
70420,33520,100498,2024-02-26,منتج تالف,1054.09
70421,33539,100501,2024-05-01,لا يعمل,311.37
70422,33542,100501,2024-04-21,لا يعمل,69.68
70423,33546,100501,2024-02-17,وصل غير المطلوب,2912.75
70424,33551,100502,2024-01-31,لا يعمل,7818.3
70425,33557,100503,2025-05-21,وصل غير المطلوب,2931.38
70426,33564,100505,2024-12-29,منتج تالف,2464.43
70427,33571,100506,2025-07-30,منتج تالف,4942.09
70428,33578,100506,2025-11-04,منتج تالف,37661.18
70429,33579,100506,2024-10-12,وصل غير المطلوب,518.99
70430,33589,100508,2025-02-03,لا يعمل,263.31
70431,33590,100508,2025-01-21,لا يعمل,72093.09
70432,33592,100509,2025-03-29,منتج تالف,1105.23
70433,33596,100509,2023-12-19,تراجع عن الشراء,389.44
70434,33599,100510,2024-11-18,تراجع عن الشراء,133.62
70435,33640,100516,2024-04-12,تراجع عن الشراء,472.69
70436,33658,100518,2025-05-09,وصل غير المطلوب,2406.59
70437,33677,100521,2024-11-30,منتج تالف,260.68
70438,33683,100521,2024-12-16,تراجع عن الشراء,2903.03
70439,33701,100524,2025-09-06,منتج تالف,486.55
70440,33709,100526,2025-02-12,لا يعمل,24170.65
70441,33710,100526,2025-02-06,تراجع عن الشراء,7918.11
70442,33712,100526,2025-11-02,تراجع عن الشراء,422.66
70443,33753,100532,2025-03-25,تراجع عن الشراء,29037.05
70444,33757,100532,2025-01-07,تراجع عن الشراء,217.08
70445,33758,100532,2025-01-15,تراجع عن الشراء,402.44
70446,33767,100533,2025-06-17,وصل غير المطلوب,398.59
70447,33773,100534,2024-09-03,لا يعمل,259.54
70448,33802,100537,2025-06-28,تراجع عن الشراء,1347.44
70449,33809,100538,2025-10-18,تراجع عن الشراء,264.75
70450,33824,100540,2024-12-05,لا يعمل,118.39
70451,33835,100541,2024-05-29,منتج تالف,785.38
70452,33839,100542,2024-12-21,لا يعمل,513.36
70453,33845,100543,2024-05-24,منتج تالف,1017.74
70454,33854,100544,2025-09-26,منتج تالف,1557.13
70455,33860,100545,2024-08-19,وصل غير المطلوب,13827.67
70456,33875,100547,2024-03-29,منتج تالف,1057.98
70457,33882,100548,2025-05-28,منتج تالف,3471.28
70458,33887,100549,2025-12-11,لا يعمل,1492.17
70459,33891,100550,2024-01-20,وصل غير المطلوب,35509.3
70460,33893,100550,2025-12-05,منتج تالف,1478.81
70461,33897,100551,2025-09-26,لا يعمل,379.7
70462,33923,100555,2024-09-05,منتج تالف,409.39
70463,33924,100555,2024-08-23,منتج تالف,661.14
70464,33928,100556,2025-06-06,منتج تالف,2027.84
70465,33936,100557,2025-04-13,وصل غير المطلوب,5676.99
70466,33937,100557,2025-04-17,لا يعمل,13166.28
70467,33962,100560,2024-05-08,لا يعمل,1587.11
70468,33972,100563,2025-11-07,لا يعمل,426.34
70469,33983,100565,2025-03-12,لا يعمل,587.57
70470,33990,100565,2023-12-26,لا يعمل,976.24
